name,telescope,exptime,jd,date,chip,band,readout,filename,note,field
F5976-121-V-a-9,MOA-II,121,2459620.958883,2022-02-10,9,V,-1,/home/phys/astro8/MJArchive/MOA/FLAT/2022/F5976-121-V-a-9.fit.gz,good,flat_round
F5999-5-R-b-2,MOA-II,5,2459725.761402,2022-05-26,2,R,-1,/home/phys/astro8/MJArchive/MOA/FLAT/2022/F5999-5-R-b-2.fit.gz,lower,flat
F6182-121-R-b-6,MOA-II,121,2460132.287222,2023-07-06,6,R,-1,/home/phys/astro8/MJArchive/MOA/FLAT/2023/F6182-121-R-b-6.fit.gz,lower,flat_round
F6021-121-V-b-9,MOA-II,121,2459827.310414,2022-09-04,9,V,-1,/home/phys/astro8/MJArchive/MOA/FLAT/2022/F6021-121-V-b-9.fit.gz,good,flat_round
F6003-121-R-b-3,MOA-II,121,2459765.211098,2022-07-04,3,R,-1,/home/phys/astro8/MJArchive/MOA/FLAT/2022/F6003-121-R-b-3.fit.gz,good,flat_round
F6187-121-V-c-6,MOA-II,121,2460146.06253,2023-07-20,6,V,-1,/home/phys/astro8/MJArchive/MOA/FLAT/2023/F6187-121-V-c-6.fit.gz,lower,flat_round
F5862-121-V-c-9,MOA-II,121,2459521.04306,2021-11-02,9,V,-1,/home/phys/astro8/MJArchive/MOA/FLAT/2021/F5862-121-V-c-9.fit.gz,good,flat_round
F5998-60-R-a-9,MOA-II,60,2459709.770271,2022-05-10,9,R,-1,/home/phys/astro8/MJArchive/MOA/FLAT/2022/F5998-60-R-a-9.fit.gz,lower,flat
F5606-15-R-a-0,MOA-II,15,2459142.836729,2020-10-20,0,R,-1,/home/phys/astro8/MJArchive/MOA/FLAT/2020/F5606-15-R-a-0.fit.gz,lower,flat
F5789-30-R-a-5,MOA-II,30,2459263.219352,2021-02-17,5,R,-1,/home/phys/astro8/MJArchive/MOA/FLAT/2021/F5789-30-R-a-5.fit.gz,good,flat
F5851-121-R-c-3,MOA-II,121,2459463.224604,2021-09-05,3,R,-1,/home/phys/astro8/MJArchive/MOA/FLAT/2021/F5851-121-R-c-3.fit.gz,good,flat_round
F5953-5-R-a-8,MOA-II,5,2459618.858416,2022-02-08,8,R,-1,/home/phys/astro8/MJArchive/MOA/FLAT/2022/F5953-5-R-a-8.fit.gz,good,flat
F6022-121-R-a-6,MOA-II,121,2459828.274898,2022-09-05,6,R,-1,/home/phys/astro8/MJArchive/MOA/FLAT/2022/F6022-121-R-a-6.fit.gz,lower,flat_round
F6045-121-R-a-6,MOA-II,121,2459898.892661,2022-11-15,6,R,-1,/home/phys/astro8/MJArchive/MOA/FLAT/2022/F6045-121-R-a-6.fit.gz,over,flat_round
F6125-121-I-b-10,MOA-II,121,2459923.948634,2022-12-10,10,I,-1,/home/phys/astro8/MJArchive/MOA/FLAT/2022/F6125-121-I-b-10.fit.gz,good,flat_round
F6177-121-V-a-0,MOA-II,121,2460049.248248,2023-04-14,0,V,-1,/home/phys/astro8/MJArchive/MOA/FLAT/2023/F6177-121-V-a-0.fit.gz,lower,flat_round
F5743-10-R-a-6,MOA-II,10,2459262.223249,2021-02-16,6,R,-1,/home/phys/astro8/MJArchive/MOA/FLAT/2021/F5743-10-R-a-6.fit.gz,over,flat
F5896-20-R-c-8,MOA-II,20,2459546.841985,2021-11-28,8,R,-1,/home/phys/astro8/MJArchive/MOA/FLAT/2021/F5896-20-R-c-8.fit.gz,over,flat
F6166-121-R-c-9,MOA-II,121,2460025.120185,2023-03-21,9,R,-1,/home/phys/astro8/MJArchive/MOA/FLAT/2023/F6166-121-R-c-9.fit.gz,good,flat_round
F5725-30-R-a-0,MOA-II,30,2459261.858313,2021-02-16,0,R,-1,/home/phys/astro8/MJArchive/MOA/FLAT/2021/F5725-30-R-a-0.fit.gz,lower,flat
F6012-121-R-c-7,MOA-II,121,2459822.852053,2022-08-31,7,R,-1,/home/phys/astro8/MJArchive/MOA/FLAT/2022/F6012-121-R-c-7.fit.gz,good,flat_round
F5703-5-R-a-8,MOA-II,5,2459261.838124,2021-02-16,8,R,-1,/home/phys/astro8/MJArchive/MOA/FLAT/2021/F5703-5-R-a-8.fit.gz,over,flat
F6030-121-R-a-9,MOA-II,121,2459830.014615,2022-09-07,9,R,-1,/home/phys/astro8/MJArchive/MOA/FLAT/2022/F6030-121-R-a-9.fit.gz,good,flat_round
F6118-121-V-a-9,MOA-II,121,2459922.043993,2022-12-08,9,V,-1,/home/phys/astro8/MJArchive/MOA/FLAT/2022/F6118-121-V-a-9.fit.gz,good,flat_round
F5999-5-R-d-99,MOA-II,5,2459725.763264,2022-05-26,99,R,-1,/home/phys/astro8/MJArchive/MOA/FLAT/2022/F5999-5-R-d-99.fit.gz,lower,flat
F5772-20-R-a-7,MOA-II,20,2459262.855494,2021-02-17,7,R,-1,/home/phys/astro8/MJArchive/MOA/FLAT/2021/F5772-20-R-a-7.fit.gz,good,flat
F6056-121-R-c-5,MOA-II,121,2459899.982628,2022-11-16,5,R,-1,/home/phys/astro8/MJArchive/MOA/FLAT/2022/F6056-121-R-c-5.fit.gz,over,flat_round
F6195-121-V-a-4,MOA-II,121,2460188.951933,2023-09-01,4,V,-1,/home/phys/astro8/MJArchive/MOA/FLAT/2023/F6195-121-V-a-4.fit.gz,good,flat_round
F6012-121-R-b-1,MOA-II,121,2459822.850183,2022-08-31,1,R,-1,/home/phys/astro8/MJArchive/MOA/FLAT/2022/F6012-121-R-b-1.fit.gz,lower,flat_round
F5820-30-R-a-4,MOA-II,30,2459263.852966,2021-02-18,4,R,-1,/home/phys/astro8/MJArchive/MOA/FLAT/2021/F5820-30-R-a-4.fit.gz,over,flat
F6003-121-R-c-99,MOA-II,121,2459765.212969,2022-07-04,99,R,-1,/home/phys/astro8/MJArchive/MOA/FLAT/2022/F6003-121-R-c-99.fit.gz,good,flat_round
F5982-121-R-a-7,MOA-II,121,2459620.997657,2022-02-10,7,R,-1,/home/phys/astro8/MJArchive/MOA/FLAT/2022/F5982-121-R-a-7.fit.gz,lower,flat_round
F6146-121-R-a-8,MOA-II,121,2459961.953396,2023-01-17,8,R,-1,/home/phys/astro8/MJArchive/MOA/FLAT/2023/F6146-121-R-a-8.fit.gz,over,flat_round
F5695-30-R-a-1,MOA-II,30,2459258.855859,2021-02-13,1,R,-1,/home/phys/astro8/MJArchive/MOA/FLAT/2021/F5695-30-R-a-1.fit.gz,good,flat
F5750-5-R-a-6,MOA-II,5,2459262.835142,2021-02-17,6,R,-1,/home/phys/astro8/MJArchive/MOA/FLAT/2021/F5750-5-R-a-6.fit.gz,over,flat
F6125-121-I-b-9,MOA-II,121,2459923.948634,2022-12-10,9,I,-1,/home/phys/astro8/MJArchive/MOA/FLAT/2022/F6125-121-I-b-9.fit.gz,good,flat_round
F6083-121-V-a-1,MOA-II,121,2459901.910535,2022-11-18,1,V,-1,/home/phys/astro8/MJArchive/MOA/FLAT/2022/F6083-121-V-a-1.fit.gz,good,flat_round
F5711-5-R-a-6,MOA-II,5,2459261.845576,2021-02-16,6,R,-1,/home/phys/astro8/MJArchive/MOA/FLAT/2021/F5711-5-R-a-6.fit.gz,over,flat
F5640-20-R-b-99,MOA-II,20,2459257.209442,2021-02-11,99,R,-1,/home/phys/astro8/MJArchive/MOA/FLAT/2021/F5640-20-R-b-99.fit.gz,lower,flat
F5946-121-V-a-99,MOA-II,121,2459593.901586,2022-01-14,99,V,-1,/home/phys/astro8/MJArchive/MOA/FLAT/2022/F5946-121-V-a-99.fit.gz,good,flat_round
F6116-121-R-b-1,MOA-II,121,2459922.021466,2022-12-08,1,R,-1,/home/phys/astro8/MJArchive/MOA/FLAT/2022/F6116-121-R-b-1.fit.gz,good,flat_round
F5936-14-R-b-1,MOA-II,14,2459555.882497,2021-12-07,1,R,-1,/home/phys/astro8/MJArchive/MOA/FLAT/2021/F5936-14-R-b-1.fit.gz,lower,flat
F6020-121-R-b-7,MOA-II,121,2459827.298054,2022-09-04,7,R,-1,/home/phys/astro8/MJArchive/MOA/FLAT/2022/F6020-121-R-b-7.fit.gz,good,flat_round
F5862-121-V-c-2,MOA-II,121,2459521.04306,2021-11-02,2,V,-1,/home/phys/astro8/MJArchive/MOA/FLAT/2021/F5862-121-V-c-2.fit.gz,good,flat_round
F6003-121-R-c-0,MOA-II,121,2459765.212969,2022-07-04,0,R,-1,/home/phys/astro8/MJArchive/MOA/FLAT/2022/F6003-121-R-c-0.fit.gz,good,flat_round
F5829-121-R-c-0,MOA-II,121,2459268.111999,2021-02-22,0,R,-1,/home/phys/astro8/MJArchive/MOA/FLAT/2021/F5829-121-R-c-0.fit.gz,good,flat_round
F6134-10-V-b-7,MOA-II,10,2459928.876619,2022-12-15,7,V,-1,/home/phys/astro8/MJArchive/MOA/FLAT/2022/F6134-10-V-b-7.fit.gz,lower,flat
F5716-10-R-a-8,MOA-II,10,2459261.850166,2021-02-16,8,R,-1,/home/phys/astro8/MJArchive/MOA/FLAT/2021/F5716-10-R-a-8.fit.gz,good,flat
F5945-121-R-b-5,MOA-II,121,2459592.888875,2022-01-13,5,R,-1,/home/phys/astro8/MJArchive/MOA/FLAT/2022/F5945-121-R-b-5.fit.gz,good,flat_round
F6029-121-V-a-6,MOA-II,121,2459829.997034,2022-09-07,6,V,-1,/home/phys/astro8/MJArchive/MOA/FLAT/2022/F6029-121-V-a-6.fit.gz,good,flat_round
F6071-121-R-a-5,MOA-II,121,2459901.011296,2022-11-17,5,R,-1,/home/phys/astro8/MJArchive/MOA/FLAT/2022/F6071-121-R-a-5.fit.gz,good,flat_round
F5977-121-V-c-99,MOA-II,121,2459620.970219,2022-02-10,99,V,-1,/home/phys/astro8/MJArchive/MOA/FLAT/2022/F5977-121-V-c-99.fit.gz,good,flat_round
F6164-121-V-b-0,MOA-II,121,2459997.025519,2023-02-21,0,V,-1,/home/phys/astro8/MJArchive/MOA/FLAT/2023/F6164-121-V-b-0.fit.gz,lower,flat_round
F6151-121-V-a-5,MOA-II,121,2459962.916766,2023-01-18,5,V,-1,/home/phys/astro8/MJArchive/MOA/FLAT/2023/F6151-121-V-a-5.fit.gz,good,flat_round
F5617-10-R-c-3,MOA-II,10,2459193.173432,2020-12-09,3,R,-1,/home/phys/astro8/MJArchive/MOA/FLAT/2020/F5617-10-R-c-3.fit.gz,over,flat
F5786-30-R-a-99,MOA-II,30,2459263.216563,2021-02-17,99,R,-1,/home/phys/astro8/MJArchive/MOA/FLAT/2021/F5786-30-R-a-99.fit.gz,good,flat
F6021-121-V-b-8,MOA-II,121,2459827.310414,2022-09-04,8,V,-1,/home/phys/astro8/MJArchive/MOA/FLAT/2022/F6021-121-V-b-8.fit.gz,lower,flat_round
F5857-121-R-b-8,MOA-II,121,2459521.003516,2021-11-02,8,R,-1,/home/phys/astro8/MJArchive/MOA/FLAT/2021/F5857-121-R-b-8.fit.gz,good,flat_round
F5611-10-R-a-4,MOA-II,10,2459193.130699,2020-12-09,4,R,-1,/home/phys/astro8/MJArchive/MOA/FLAT/2020/F5611-10-R-a-4.fit.gz,lower,flat
F5972-121-V-a-1,MOA-II,121,2459619.934969,2022-02-09,1,V,-1,/home/phys/astro8/MJArchive/MOA/FLAT/2022/F5972-121-V-a-1.fit.gz,good,flat_round
F6098-121-V-b-8,MOA-II,121,2459908.098846,2022-11-24,8,V,-1,/home/phys/astro8/MJArchive/MOA/FLAT/2022/F6098-121-V-b-8.fit.gz,good,flat_round
F5866-15-R-b-0,MOA-II,15,2459523.842637,2021-11-05,0,R,-1,/home/phys/astro8/MJArchive/MOA/FLAT/2021/F5866-15-R-b-0.fit.gz,good,flat
F5870-30-R-b-9,MOA-II,30,2459541.856706,2021-11-23,9,R,-1,/home/phys/astro8/MJArchive/MOA/FLAT/2021/F5870-30-R-b-9.fit.gz,over,flat
F5754-5-R-a-10,MOA-II,5,2459262.838897,2021-02-17,10,R,-1,/home/phys/astro8/MJArchive/MOA/FLAT/2021/F5754-5-R-a-10.fit.gz,over,flat
F5991-121-V-b-2,MOA-II,121,2459663.094411,2022-03-24,2,V,-1,/home/phys/astro8/MJArchive/MOA/FLAT/2022/F5991-121-V-b-2.fit.gz,good,flat_round
F6160-121-R-c-5,MOA-II,121,2459983.144284,2023-02-07,5,R,-1,/home/phys/astro8/MJArchive/MOA/FLAT/2023/F6160-121-R-c-5.fit.gz,good,flat_round
F6020-121-R-c-6,MOA-II,121,2459827.29992,2022-09-04,6,R,-1,/home/phys/astro8/MJArchive/MOA/FLAT/2022/F6020-121-R-c-6.fit.gz,good,flat_round
F6193-121-R-b-4,MOA-II,121,2460188.935672,2023-09-01,4,R,-1,/home/phys/astro8/MJArchive/MOA/FLAT/2023/F6193-121-R-b-4.fit.gz,good,flat_round
F5658-20-R-a-4,MOA-II,20,2459258.211192,2021-02-12,4,R,-1,/home/phys/astro8/MJArchive/MOA/FLAT/2021/F5658-20-R-a-4.fit.gz,lower,flat
F5702-5-R-a-5,MOA-II,5,2459261.837189,2021-02-16,5,R,-1,/home/phys/astro8/MJArchive/MOA/FLAT/2021/F5702-5-R-a-5.fit.gz,over,flat
F6191-121-R-b-6,MOA-II,121,2460188.918395,2023-09-01,6,R,-1,/home/phys/astro8/MJArchive/MOA/FLAT/2023/F6191-121-R-b-6.fit.gz,good,flat_round
F5967-121-R-a-2,MOA-II,121,2459619.895558,2022-02-09,2,R,-1,/home/phys/astro8/MJArchive/MOA/FLAT/2022/F5967-121-R-a-2.fit.gz,good,flat_round
F6020-121-R-b-99,MOA-II,121,2459827.298054,2022-09-04,99,R,-1,/home/phys/astro8/MJArchive/MOA/FLAT/2022/F6020-121-R-b-99.fit.gz,good,flat_round
F6196-121-V-b-3,MOA-II,121,2460188.962404,2023-09-01,3,V,-1,/home/phys/astro8/MJArchive/MOA/FLAT/2023/F6196-121-V-b-3.fit.gz,good,flat_round
F5692-20-R-a-8,MOA-II,20,2459258.853175,2021-02-13,8,R,-1,/home/phys/astro8/MJArchive/MOA/FLAT/2021/F5692-20-R-a-8.fit.gz,good,flat
F5666-20-R-a-3,MOA-II,20,2459258.218676,2021-02-12,3,R,-1,/home/phys/astro8/MJArchive/MOA/FLAT/2021/F5666-20-R-a-3.fit.gz,over,flat
F6097-121-V-b-3,MOA-II,121,2459905.14806,2022-11-21,3,V,-1,/home/phys/astro8/MJArchive/MOA/FLAT/2022/F6097-121-V-b-3.fit.gz,over,flat_round
F5852-121-I-a-2,MOA-II,121,2459463.239215,2021-09-05,2,I,-1,/home/phys/astro8/MJArchive/MOA/FLAT/2021/F5852-121-I-a-2.fit.gz,good,flat_round
F5646-20-R-c-4,MOA-II,20,2459257.843627,2021-02-12,4,R,-1,/home/phys/astro8/MJArchive/MOA/FLAT/2021/F5646-20-R-c-4.fit.gz,over,flat
F5629-80-R-b-7,MOA-II,80,2459234.96281,2021-01-20,7,R,-1,/home/phys/astro8/MJArchive/MOA/FLAT/2021/F5629-80-R-b-7.fit.gz,good,flat
F5942-121-R-c-8,MOA-II,121,2459560.911498,2021-12-12,8,R,-1,/home/phys/astro8/MJArchive/MOA/FLAT/2021/F5942-121-R-c-8.fit.gz,lower,flat_round
F5875-5-R-a-5,MOA-II,5,2459542.844728,2021-11-24,5,R,-1,/home/phys/astro8/MJArchive/MOA/FLAT/2021/F5875-5-R-a-5.fit.gz,over,flat
F5825-121-R-a-8,MOA-II,121,2459268.072817,2021-02-22,8,R,-1,/home/phys/astro8/MJArchive/MOA/FLAT/2021/F5825-121-R-a-8.fit.gz,lower,flat_round
F6047-121-R-c-6,MOA-II,121,2459898.96536,2022-11-15,6,R,-1,/home/phys/astro8/MJArchive/MOA/FLAT/2022/F6047-121-R-c-6.fit.gz,lower,flat_round
F6408-121-R-b-0,MOA-II,121,2460478.275461,2024-06-16,0,R,-1,/home/phys/astro8/MJArchive/MOA/FLAT/F6408-121-R-b-0.fit.gz,good,flat_round
F6189-121-I-c-7,MOA-II,121,2460182.93066,2023-08-26,7,I,-1,/home/phys/astro8/MJArchive/MOA/FLAT/2023/F6189-121-I-c-7.fit.gz,lower,flat_round
F6129-121-I-a-4,MOA-II,121,2459923.988969,2022-12-10,4,I,-1,/home/phys/astro8/MJArchive/MOA/FLAT/2022/F6129-121-I-a-4.fit.gz,good,flat_round
F5786-30-R-a-8,MOA-II,30,2459263.216563,2021-02-17,8,R,-1,/home/phys/astro8/MJArchive/MOA/FLAT/2021/F5786-30-R-a-8.fit.gz,good,flat
F5646-20-R-b-99,MOA-II,20,2459257.842663,2021-02-12,99,R,-1,/home/phys/astro8/MJArchive/MOA/FLAT/2021/F5646-20-R-b-99.fit.gz,over,flat
F5832-121-I-c-2,MOA-II,121,2459285.173153,2021-03-11,2,I,-1,/home/phys/astro8/MJArchive/MOA/FLAT/2021/F5832-121-I-c-2.fit.gz,good,flat_round
F5980-121-R-a-2,MOA-II,121,2459620.988302,2022-02-10,2,R,-1,/home/phys/astro8/MJArchive/MOA/FLAT/2022/F5980-121-R-a-2.fit.gz,over,flat_round
F5848-121-R-a-9,MOA-II,121,2459427.255469,2021-07-31,9,R,-1,/home/phys/astro8/MJArchive/MOA/FLAT/2021/F5848-121-R-a-9.fit.gz,good,flat_round
F5937-121-R-b-99,MOA-II,121,2459560.881499,2021-12-12,99,R,-1,/home/phys/astro8/MJArchive/MOA/FLAT/2021/F5937-121-R-b-99.fit.gz,lower,flat_round
F6019-121-R-a-4,MOA-II,121,2459827.290627,2022-09-04,4,R,-1,/home/phys/astro8/MJArchive/MOA/FLAT/2022/F6019-121-R-a-4.fit.gz,over,flat_round
F5720-20-R-a-99,MOA-II,20,2459261.853772,2021-02-16,99,R,-1,/home/phys/astro8/MJArchive/MOA/FLAT/2021/F5720-20-R-a-99.fit.gz,good,flat
F5814-5-R-a-3,MOA-II,5,2459263.847631,2021-02-18,3,R,-1,/home/phys/astro8/MJArchive/MOA/FLAT/2021/F5814-5-R-a-3.fit.gz,good,flat
F6027-121-R-c-6,MOA-II,121,2459829.237179,2022-09-06,6,R,-1,/home/phys/astro8/MJArchive/MOA/FLAT/2022/F6027-121-R-c-6.fit.gz,good,flat_round
F6408-121-R-b-6,MOA-II,121,2460478.275461,2024-06-16,6,R,-1,/home/phys/astro8/MJArchive/MOA/FLAT/F6408-121-R-b-6.fit.gz,good,flat_round
F5681-5-R-a-9,MOA-II,5,2459258.843098,2021-02-13,9,R,-1,/home/phys/astro8/MJArchive/MOA/FLAT/2021/F5681-5-R-a-9.fit.gz,over,flat
F5986-121-R-c-5,MOA-II,121,2459663.04633,2022-03-24,5,R,-1,/home/phys/astro8/MJArchive/MOA/FLAT/2022/F5986-121-R-c-5.fit.gz,good,flat_round
F6116-121-R-a-4,MOA-II,121,2459922.019347,2022-12-08,4,R,-1,/home/phys/astro8/MJArchive/MOA/FLAT/2022/F6116-121-R-a-4.fit.gz,good,flat_round
F6034-121-R-b-6,MOA-II,121,2459831.280528,2022-09-08,6,R,-1,/home/phys/astro8/MJArchive/MOA/FLAT/2022/F6034-121-R-b-6.fit.gz,good,flat_round
F5840-30-R-c-9,MOA-II,30,2459414.758852,2021-07-19,9,R,-1,/home/phys/astro8/MJArchive/MOA/FLAT/2021/F5840-30-R-c-9.fit.gz,good,flat
F5977-121-V-b-5,MOA-II,121,2459620.968345,2022-02-10,5,V,-1,/home/phys/astro8/MJArchive/MOA/FLAT/2022/F5977-121-V-b-5.fit.gz,good,flat_round
F5854-121-R-c-99,MOA-II,121,2459520.981885,2021-11-02,99,R,-1,/home/phys/astro8/MJArchive/MOA/FLAT/2021/F5854-121-R-c-99.fit.gz,good,flat_round
F5779-30-R-a-5,MOA-II,30,2459263.21005,2021-02-17,5,R,-1,/home/phys/astro8/MJArchive/MOA/FLAT/2021/F5779-30-R-a-5.fit.gz,lower,flat
F6007-121-V-a-6,MOA-II,121,2459765.247493,2022-07-04,6,V,-1,/home/phys/astro8/MJArchive/MOA/FLAT/2022/F6007-121-V-a-6.fit.gz,lower,flat_round
F5946-121-V-a-10,MOA-II,121,2459593.901586,2022-01-14,10,V,-1,/home/phys/astro8/MJArchive/MOA/FLAT/2022/F5946-121-V-a-10.fit.gz,good,flat_round
F5609-10-R-a-7,MOA-II,10,2459190.889775,2020-12-07,7,R,-1,/home/phys/astro8/MJArchive/MOA/FLAT/2020/F5609-10-R-a-7.fit.gz,lower,flat
F5631-45-R-b-1,MOA-II,45,2459235.876134,2021-01-21,1,R,-1,/home/phys/astro8/MJArchive/MOA/FLAT/2021/F5631-45-R-b-1.fit.gz,good,flat
F6036-121-I-a-9,MOA-II,121,2459831.294528,2022-09-08,9,I,-1,/home/phys/astro8/MJArchive/MOA/FLAT/2022/F6036-121-I-a-9.fit.gz,over,flat_round
F5613-10-R-e-2,MOA-II,10,2459193.151872,2020-12-09,2,R,-1,/home/phys/astro8/MJArchive/MOA/FLAT/2020/F5613-10-R-e-2.fit.gz,lower,flat
F6024-121-V-a-8,MOA-II,121,2459828.31009,2022-09-05,8,V,-1,/home/phys/astro8/MJArchive/MOA/FLAT/2022/F6024-121-V-a-8.fit.gz,lower,flat_round
F5928-121-R-a-9,MOA-II,121,2459554.831633,2021-12-06,9,R,-1,/home/phys/astro8/MJArchive/MOA/FLAT/2021/F5928-121-R-a-9.fit.gz,good,flat_round
F5959-20-R-a-0,MOA-II,20,2459618.863909,2022-02-08,0,R,-1,/home/phys/astro8/MJArchive/MOA/FLAT/2022/F5959-20-R-a-0.fit.gz,good,flat
F6036-121-I-a-5,MOA-II,121,2459831.294528,2022-09-08,5,I,-1,/home/phys/astro8/MJArchive/MOA/FLAT/2022/F6036-121-I-a-5.fit.gz,over,flat_round
F6196-121-V-c-5,MOA-II,121,2460188.964272,2023-09-01,5,V,-1,/home/phys/astro8/MJArchive/MOA/FLAT/2023/F6196-121-V-c-5.fit.gz,good,flat_round
F5671-5-R-a-10,MOA-II,5,2459258.223512,2021-02-12,10,R,-1,/home/phys/astro8/MJArchive/MOA/FLAT/2021/F5671-5-R-a-10.fit.gz,over,flat
F5640-20-R-c-3,MOA-II,20,2459257.210362,2021-02-11,3,R,-1,/home/phys/astro8/MJArchive/MOA/FLAT/2021/F5640-20-R-c-3.fit.gz,lower,flat
F6104-121-R-b-8,MOA-II,121,2459908.139109,2022-11-24,8,R,-1,/home/phys/astro8/MJArchive/MOA/FLAT/2022/F6104-121-R-b-8.fit.gz,over,flat_round
F5933-8-R-b-0,MOA-II,8,2459555.876972,2021-12-07,0,R,-1,/home/phys/astro8/MJArchive/MOA/FLAT/2021/F5933-8-R-b-0.fit.gz,lower,flat
F6017-121-I-a-4,MOA-II,121,2459827.265898,2022-09-04,4,I,-1,/home/phys/astro8/MJArchive/MOA/FLAT/2022/F6017-121-I-a-4.fit.gz,lower,flat_round
F5943-121-R-c-99,MOA-II,121,2459561.960332,2021-12-13,99,R,-1,/home/phys/astro8/MJArchive/MOA/FLAT/2021/F5943-121-R-c-99.fit.gz,lower,flat_round
F5870-30-R-b-5,MOA-II,30,2459541.856706,2021-11-23,5,R,-1,/home/phys/astro8/MJArchive/MOA/FLAT/2021/F5870-30-R-b-5.fit.gz,over,flat
F6107-121-R-a-6,MOA-II,121,2459910.082896,2022-11-26,6,R,-1,/home/phys/astro8/MJArchive/MOA/FLAT/2022/F6107-121-R-a-6.fit.gz,good,flat_round
F6164-121-V-a-1,MOA-II,121,2459997.023648,2023-02-21,1,V,-1,/home/phys/astro8/MJArchive/MOA/FLAT/2023/F6164-121-V-a-1.fit.gz,lower,flat_round
F6110-121-R-b-2,MOA-II,121,2459911.973913,2022-11-28,2,R,-1,/home/phys/astro8/MJArchive/MOA/FLAT/2022/F6110-121-R-b-2.fit.gz,over,flat_round
F6015-121-V-c-10,MOA-II,121,2459822.886589,2022-08-31,10,V,-1,/home/phys/astro8/MJArchive/MOA/FLAT/2022/F6015-121-V-c-10.fit.gz,good,flat_round
F6201-121-R-c-5,MOA-II,121,2460218.124672,2023-09-30,5,R,-1,/home/phys/astro8/MJArchive/MOA/FLAT/2023/F6201-121-R-c-5.fit.gz,good,flat_round
F5915-10-R-a-7,MOA-II,10,2459546.863484,2021-11-28,7,R,-1,/home/phys/astro8/MJArchive/MOA/FLAT/2021/F5915-10-R-a-7.fit.gz,good,flat
F5965-121-R-b-2,MOA-II,121,2459619.881888,2022-02-09,2,R,-1,/home/phys/astro8/MJArchive/MOA/FLAT/2022/F5965-121-R-b-2.fit.gz,good,flat_round
F5841-121-R-b-5,MOA-II,121,2459420.193036,2021-07-24,5,R,-1,/home/phys/astro8/MJArchive/MOA/FLAT/2021/F5841-121-R-b-5.fit.gz,good,flat_round
F5838-121-R-b-7,MOA-II,121,2459344.218564,2021-05-09,7,R,-1,/home/phys/astro8/MJArchive/MOA/FLAT/2021/F5838-121-R-b-7.fit.gz,good,flat_round
F5614-20-R-d-5,MOA-II,20,2459193.15589,2020-12-09,5,R,-1,/home/phys/astro8/MJArchive/MOA/FLAT/2020/F5614-20-R-d-5.fit.gz,lower,flat
F6153-121-R-b-1,MOA-II,121,2459966.90956,2023-01-22,1,R,-1,/home/phys/astro8/MJArchive/MOA/FLAT/2023/F6153-121-R-b-1.fit.gz,good,flat_round
F5763-5-R-a-2,MOA-II,5,2459262.847288,2021-02-17,2,R,-1,/home/phys/astro8/MJArchive/MOA/FLAT/2021/F5763-5-R-a-2.fit.gz,good,flat
F5890-5-R-a-99,MOA-II,5,2459542.859044,2021-11-24,99,R,-1,/home/phys/astro8/MJArchive/MOA/FLAT/2021/F5890-5-R-a-99.fit.gz,lower,flat
F5896-20-R-a-6,MOA-II,20,2459546.840103,2021-11-28,6,R,-1,/home/phys/astro8/MJArchive/MOA/FLAT/2021/F5896-20-R-a-6.fit.gz,over,flat
F6110-121-R-c-5,MOA-II,121,2459911.975973,2022-11-28,5,R,-1,/home/phys/astro8/MJArchive/MOA/FLAT/2022/F6110-121-R-c-5.fit.gz,over,flat_round
F6408-121-R-c-7,MOA-II,121,2460478.277328,2024-06-16,7,R,-1,/home/phys/astro8/MJArchive/MOA/FLAT/F6408-121-R-c-7.fit.gz,good,flat_round
F5672-5-R-a-9,MOA-II,5,2459258.224444,2021-02-12,9,R,-1,/home/phys/astro8/MJArchive/MOA/FLAT/2021/F5672-5-R-a-9.fit.gz,over,flat
F6148-121-R-c-0,MOA-II,121,2459961.986086,2023-01-17,0,R,-1,/home/phys/astro8/MJArchive/MOA/FLAT/2023/F6148-121-R-c-0.fit.gz,good,flat_round
F6180-121-R-c-9,MOA-II,121,2460132.265213,2023-07-06,9,R,-1,/home/phys/astro8/MJArchive/MOA/FLAT/2023/F6180-121-R-c-9.fit.gz,lower,flat_round
F6195-121-V-c-5,MOA-II,121,2460188.955667,2023-09-01,5,V,-1,/home/phys/astro8/MJArchive/MOA/FLAT/2023/F6195-121-V-c-5.fit.gz,good,flat_round
F5818-20-R-a-8,MOA-II,20,2459263.851179,2021-02-18,8,R,-1,/home/phys/astro8/MJArchive/MOA/FLAT/2021/F5818-20-R-a-8.fit.gz,good,flat
F5844-121-R-a-1,MOA-II,121,2459425.298656,2021-07-29,1,R,-1,/home/phys/astro8/MJArchive/MOA/FLAT/2021/F5844-121-R-a-1.fit.gz,good,flat_round
F6011-121-R-c-99,MOA-II,121,2459822.842868,2022-08-31,99,R,-1,/home/phys/astro8/MJArchive/MOA/FLAT/2022/F6011-121-R-c-99.fit.gz,good,flat_round
F6180-121-R-b-3,MOA-II,121,2460132.263341,2023-07-06,3,R,-1,/home/phys/astro8/MJArchive/MOA/FLAT/2023/F6180-121-R-b-3.fit.gz,good,flat_round
F5614-20-R-d-2,MOA-II,20,2459193.15589,2020-12-09,2,R,-1,/home/phys/astro8/MJArchive/MOA/FLAT/2020/F5614-20-R-d-2.fit.gz,lower,flat
